id,numquartie,nomquartie,geom
1,6,Sous-Gare/Ouchy,0106000000010000000103000000010000004D0100008314AEC72C6520414B5C8FC2F16E0241295C8FC25565204185EB51B8A46F02415C8FC2F559652041AE47E17AB66F0241C3F528DC876520417B14AE477F70024148E17A1482652041D7A3703D94700241C3F5285C8A652041B81E85EBB77002415C8FC2F597652041AE47E17AF27002419A999919D1652041666666663E71024133333333FF652041F6285C8F8071024148E17A146E6620410AD7A3701F7202418DEC4B6C81662041D81095B14E720241F4A1C47A586620413DC19E588E72024192E6C3E92966204108178E60DA7202412110CD2DF965204194316C5133730241328805DFE16520418E93BDAB5D730241BF5216F8BF652041A301DEE7A9730241BFD2992FA06520418273B0D802740241006F18437C6520418A7BD7CF5B7402418BCEC82C5D6520415DA2817FBA7402411CA45D8742652041D89B324413750241A7030E7123652041B098E1DE777502412B1BE36EFE642041E64A7525F47502412E3A7444E564204168CC11AB5E7602414D13A77EAE642041767B548C3F770241453683EDC86420413EAA547DAA7702415B839BEBCC64204140155378B27702415711CF49E06420416CB8BAD813780241C3DF2EEEEF6420414125FEE55F7802412E6E6975FD6420412102FC7FA378024123C5C3190D6520416FFF8400F878024181AB160F1F6520413C34B77B4E79024155F75F9E2F652041D5C62315B0790241A2998B3739652041713DF367EA790241FD18B95263652041AF9202B6EE7A02411F21B9DC7465204153FD967D667B02415B4092B27D65204133A2B9768F7B0241C36917FD8A65204156DEA19CC07B0241A7603CEBA0652041FA3027B3017C024107412BC5B6652041AC99FDAB407C02410F412BC5B66520419599FDAB407C0241D4211A9FCC6520413B03D4A47F7C024140D0EE1ADF652041329C19A7B47C02418FD7ABCDF46520411A374716F07C02411DE1814B12662041ECCD1DA1427D0241ED49725C296620415F01A237807D02417E60F0A3326620414CA4C9B69A7D024126AC885F3A662041AC84DE53B47D02413B1713B85866204152A6CAAF2A7E0241729880B86A662041870588B3777E0241A1AE1BD78A662041D46BFB87FB7E02414968A0D9A7662041668A0BA46A7F0241E3289DA0D46620412DCF2D1A19800241A0D48D55E8662041D3B604016B800241AA2B49E40A672041DC9A66F1DA80024103081F1A53672041221A9C1ACF810241D2D62AC08B672041E9712E3B8C820241B04D9DDCB6672041BECE90352283024114CAF618E2672041BADC11B9B1830241020182E2EE6720412A11CF89DA830241EF50C2F6036820413934CF7922840241DE6955D90368204154DDCDEB818402418E22C8FDFC672041F3900675FF8502417CEA9FD7F1672041E0B49CD356880241DC67A444EC672041EDDEDFF70A890241F9D62271E9672041890501EEB5890241FCD62271E9672041840501EEB58902410D6D37CFBE6720413206ACAF1A8A0241DB58A6966B672041202AF178AB8A02415F50E8A83367204141443CF9138B02418EDEF791E466204159088EA7A28B02410A20EB04BD662041DA05FF5BE88B0241279C3798976620412F20C7F6288C02412C0F319F79662041DB6533A64D8C0241E83A22728D66204127A634CACA8C0241452FCF80A46620416FBC024C548D0241786090E3BC662041A6F27B62D28D02412CF98118D2662041DE73A3631D8E0241A419F7CBED662041F1875B1D648E02410654860916672041A25E59ADAC8E0241046F7E66526720412B04325AF08E0241575534D9A7672041B2CE9A7DFD8E02418046FC02CB672041DD3696F62D8F02414D86D942F26720415FC985176B8F02413110F69F086820418E130C12858F0241282ED5FD1A682041A8557816848F024163C874342D682041AE6E7CAF748F0241D7F90C645E682041B1D22F943B8F02412823360D87682041325D2868058F0241E0D81B2AD6682041B601A527918E02417E68DF8B07692041665D027C4B8E0241E16D143719692041A3943D00448E0241FAB70D074D692041F202547C048E024126629029A86920418EC867468F8D02419D07C588FB6920416CB5C3C4228D02419997825A506A2041C224432BB78C0241AB63B7D4626A20411355F15F748D0241C3362C9CD26A2041021DE29BF98C02419F46A9C7806B2041B49510062E8C024154E38B52CB6B204173D2174C8F8B024112C800DF0B6C20410977ECCFC88A024171E6D632646C2041FCC37FFFB3890241E2FF46318D6C2041BBECA49856870241B81E85EB996C2041AE47E17A5487024148E17A14A06C20413333333359870241C3F5285CB96C2041C976BE9F6F870241068195C3D06C20415A643BDFE3860241AE47E13ADC6C204139B4C8761386024160E5D062E46C2041CDCCCCCC1A860241560E2DB2EB6C20419CC420B0E085024152B81E85296D20411F85EB51E48402411F85EBD1286D2041A4703D0AE1840241F6285C0F356D204166666666B0840241F6285C0F5E6D204185EB51B828840241CDCCCCCC5E6D20418FC2F528268402410AD7A3F06C6D2041CDCCCCCCF6830241EC51B89E8F6D2041B81E85EB7F8302418FC2F5A8906D20411F85EB517C8302419A9999998F6D2041CDCCCCCC76830241CDCCCC4C9B6D20417B14AE474F8302417B14AE47A66D204133333333298302419A999999A86D2041333333332183024114AE4761AF6D2041AE47E17A0A830241713D0AD7B16D2041D7A3703D02830241E17A14AEB86D20417B14AE47EB820241A4703D0ABB6D20410AD7A370E3820241333333B3BD6D2041AE47E17ADA820241E17A142EC26D20418FC2F528CC82024100000080C46D2041E17A14AEC5820241EC51B81EC86D204185EB51B8BC820241B81E85EBCB6D2041AE47E17AB482024112DB1FD5E96D204167EA49023382024168082938FB6D2041AE214C6E058202417179EEE20E6E20417797336FD4810241FAABCFB2216E204118739922A98102416B8A8D552A6E20416A7DDB7C8681024127C7A3572D6E2041C627F9A677810241A8EC542B276E20418869DAAA42810241B4A9D9111E6E2041B4957D0309810241B95433AC106E2041CDC585537D80024122AAA2F6026E2041EB0B7E3C07800241D8C9A630F96D2041D0DBAC08B77F024134A09B96EB6D2041885E66E9597F0241E22503FADE6D2041CDBA23E3117F024111BAD9C0C56D20418090DEA3867E024194D3D3D6956D2041EA0FFD8D237F024153245E325D6D20413CF047B4D87F02414F3236C7206D2041362FC03577800241A70C7F8CF16C2041845C1E0391800241EF130740C66C20418FF3FE5FFE7F024137A4420B4D6C20418D17A1D9AC7E024129DAA38A286C2041FC46E1F3427E0241E1E5BDB4F46B2041FAB0B35EB67A02416A1F100D1A6B20417D6D2CFDF87B0241A3E6E6FC126B2041215821F9987B02415DA45ED4076B2041E16984A9F57A02412A3D1DEDFA6A2041972C7B6B3C7A024116D312B8EF6A204155A5ABF4A87902419B9E7301E06A20416D1C5F24B978024179A2F250D96A2041E9195C8F50780241843A20E7CC6A2041FB163A8AB4770241C830B6C4C56A2041A8041C4757770241466E779BBF6A2041AB20329AFA760241F96D771BA66A20414FE899F075750241CB3F103BA36A2041F5B7080B5175024143B1B6039D6A2041032C74D307750241D66577F8966A2041CE292A2E8F740241CF090664936A2041195C37892A740241BA134A038F6A204166F973050A73024191B6E6398F6A2041EC51B81EDD7202417B14AEC7956A2041EC51B81EDD72024185EB51B8A56A2041B81E85EBD9720241333333B3BE6A2041EC51B81EDD72024100000080D06A2041B81E85EBDF720241AE47E17AD96A2041AE47E17AD8720241713D0AD7DE6A204100000000D4720241333333B3E26A204185EB51B8D07202411F85EBD1FE6A2041A4703D0AB772024100000080156B20410AD7A370A17202418FC2F5A81E6B20419A99999999720241C3F528DC1E6B2041C3F5285C9B720241713D0A573D6B2041AE47E17A7E720241333333B3486B204114AE47E16C7202419A9999195D6B20411F85EB515272024114AE47618F6B20419A999999137202418FC2F5A8B26B20415C8FC2F5EA71024100000080C46B2041713D0AD7D37102411F85EB51C66B20410AD7A370D171024100000000EE6B20413D0AD7A3AA710241EC51B89EEF6B2041A4703D0AA97102417B14AEC7FE6B20411F85EB519C710241AE47E1FA056C20419A99999997710241CDCCCC4C0D6C204166666666907102418FC2F5A8136C204148E17A148A710241CDCCCC4C406C2041713D0AD765710241E850E17A426C20413ED27A146471024152B81E05656C2041D7A3703D48710241E17A14AE656C2041E17A14AE4771024120C21E85B66C204139FBD6A3067102413D0AD7A3BA6C20417B14AE470371024152B81E85B96C20417B14AE47F5700241A898C2F5B46C20411E2E0AD7BB7002412A2885EBAE6C20414E2E0AD78F700241F6285C0FA96C20410AD7A370717002415C8FC2F5A56C20419A999999617002419A999919A56C20415C8FC2F55C700241F6285C8F986C20411F85EB51CE6F0241000000007D6C2041C3F5285C876E0241F565CC4D606C204191E104E0AB6D0241B8EA95A94D6C2041C4CEF37BB86D02417C3682E73A6C204170E788EDC16D024100000080286C204148E17A14C86D02410C68759C156C2041FC02F638CB6D02412D55B3B4026C2041217C832ACB6D0241BD6A6DD1EF6B2041D98727E9C76D0241D8B04BFBDC6B2041BC136076C16D02411F2AF03ACA6B2041FEAF21D5B76D024159DEF298B76B20412531D609AB6D024181EADD1DA56B2041F6AD5A1A9B6D02417C9629D2926B20419BCDFC0D886D0241397338BE806B20419E6C77ED716D0241000000807D6B20419A9999996D6D0241E17A142E7F6B2041EC51B81E5B6D0241B81E85EB796B20410AD7A370536D0241A74C7B54796B20418234C6834C6D02413C76C455776B20419E9CDB033C6D024103317DA7746B20414FF5B7262D6D024164B97C5E716B2041D1F7E85F206D02411E234D946D6B2041F76CC212166D024166666666696B2041F6285C8F0E6D0241FE8A2DF5646B2041E55C50100A6D024190624663606B204136B265B8086D0241B76135D45B6B2041C4520B920A6D0241378A6A6B576B2041E16BDF8E0F6D0241A4582C4B536B204187C41C88176D02418FC2F5A8516B2041295C8FC21B6D0241F6285C8F4C6B204114AE47E1146D0241AE47E1FA4A6B20410AD7A370276D0241333333B3D36A204114AE47E1806C02411F85EB517B6A204152B81E85056C0241000000007D6A2041C3F5285CF36B0241F6285C0F786A204148E17A14EC6B0241A2E6D449776A204112497893DE6B024168D5DFC3756A20410FB5D022D26B0241DC042992736A2041B3B4536BC76B0241598F77D2706A2041368D71FEBE6B0241236019AA6D6A2041A49D814EB96B024171F1E8436A6A204152A1B2A8B66B024114AE47E1696A2041F6285C8FB66B02415ABEAA6C666A20415C6EB474B76B0241939C9F1C636A2041A0AF517DBB6B024198041C1E606A20415CD07372C26B0241310AC4995D6A20411011ABF5CB6B02414182C1B15B6A2041ADABD985D76B0241994CF47F5A6A2041E05F0C86E46B02412F2193145A6A204136BFCC45F26B02413D0AD7235A6A204100000000F86B024148E17A94556A2041EC51B81E036C0241F6285C0F586A204100000000146C0241666666662E6A204114AE47E1766C02411F85EBD1216A20419A999999636C0241F9ACCB9B1A6A2041713D0AD7AD6C0241AED85060F469204189BEB6B7756C02418FC2F5A8EB6920415C8FC2F5686C0241CDCCCCCCA569204133333333036C02417B14AEC77E692041D7A3703DCA6B02418FC2F528626920415C8FC2F5BC6A0241AE47E17A5A69204100000000746A0241B04F4CDB526920413CE55BA52A6A0241B81E856B5069204133333333136A02410AD7A3F041692041CDCCCCCCF869024152B81E056069204133333333F36802417B14AEC761692041F6285C8FF6680241F6285C8F66692041EC51B81EE5680241F6285C8F6F6920419A999999F568024185EB5138D56920417B14AE4781670241C3F5285CF76920411F85EB5104670241C3F5285CF8692041CDCCCCCCF866024148E17A94DA6920413D0AD7A3CA66024195E35F3BBC69204118B74DE89766024132B36C339E692041B4EDAC3C62660241AE47E17A846920410AD7A37031660241EC51B89E786920418FC2F5281A66024170FBB35F5B69204122842EE6DD650241409392803E69204191A095CF9E650241E17A14AE3D6920415C8FC2F59C65024148E17A140A692041295C8FC22165024152B81E85F1682041F6285C8FE26402413B683C66F1682041A0619C3DE2640241D51E383DD86820411DBD0AC69D640241EC51B81ED86820410AD7A3709D640241B81E85EBD26820419A999999AB64024152B81E05E3682041F6285C8FA0650241D7A3703DF2682041C3F5285C89660241333333B300692041B81E85EB65670241C3F528DCAD6820419A99999995680241A4703D0AA568204133333333BD680241B81E856B9F682041EC51B81EC36802411F85EBD19F6820415C8FC2F5C8680241C3F528DC6E682041AE47E17A7C69024114AE476151682041000000009A6902415C8FC2753D682041000000006A680241E17A142E2E6820413333333381670241AE47E17A0B6820410AD7A37071650241AE47E1FAFF6720413333333369650241C3F528DCE767204148E17A14C86502410AD7A3F0FC67204185EB51B808670241C3F5285CDD672041CDCCCCCCA467024100000000DF67204166666666BC670241EC51B81EFC6720410AD7A3709D67024152B81E8527682041295C8FC2316A024185EB51B82B68204152B81E85716A02411F85EBD11067204152B81E857D6E024100000000A36620413A8FC2F510700241435C8FC28C662041F6285C8FF06F024137C128ED8E662041D751DF16D86F02415C8FC2759366204114AE47E1A46F024148E17A14F76520413D0AD7A3C46E0241713D0A57F0652041F6285C8F106F02418FC2F528AB6520417B14AE47AD6E02410AD7A3F0B1652041C3F5285C616E0241EC51B89E806520413D0AD7A31A6E024107295C0F706520413A8FC2F5026E0241EC51B81E7C65204185EB51B8AC6D0241F6285C8F8265204114AE47E17E6D0241295C8FC27C652041AE47E17A746D0241BEC8D0B974652041C9466EA6626D02410000008067652041C3F5285CF76D024148E17A9446652041D7A3703DC86D02419A99991935652041EC51B81E8B6E0241F6285C0F4565204100000000A26E0241000000803C65204152B81E85016F02411F85EB512D65204185EB51B8EC6E02418314AEC72C6520414B5C8FC2F16E0241
2,7,Montchoisi,0106000000010000000103000000010000007D0100001CFDFF98376E204187C7B8509383024152B81E853C6E20417B14AE4787830241AE47E17A436E204185EB51B876830241F6285C0F4F6E20418FC2F5285C83024185EB51386B6E2041E17A14AE218302411F85EB516B6E2041D7A3703D22830241A4703D8A7C6E2041713D0AD70183024148E17A94876E2041E17A14AEED82024185EB51B8936E2041713D0AD7D782024114AE4761AA6E2041F6285C8FAE820241B81E856BBF6E20418FC2F5288E820241F6285C8FCF6E2041EC51B81E75820241713D0A57D56E20411F85EB516E820241CDCCCCCC066F20416666666624820241713D0AD70E6F2041666666661882024152B81E053B6F204152B81E85E381024148E17A946B6F2041F6285C8FB08102419A999999736F2041D7A3703D9E810241F6285C8F766F2041AE47E17A98810241333333B3976F2041EC51B81E77810241295C8F429C6F20411F85EB517081024114AE47619F6F20417B14AE476B810241713D0A57CE6F20417B14AE4751810241AE47E1FAE06F2041AE47E17A48810241B81E85EBF06F2041A4703D0A43810241F6285C0FFC6F20415C8FC2F5388102410AD7A370297020411F85EB510E8102413333333332702041B81E85EB098102417799991936702041357A14AE0181024152B81E853B702041F6285C8FF8800241866581D74270204161C9B9F7F480024185EB51B848702041713D0AD7F38002411F85EB5163702041A4703D0AF580024100000080957020419A999999DD8002411F85EBD1F2702041F6285C8FB68002418FC2F5A8FD702041D7A3703DAA800241CDCCCCCC3B712041A4703D0A8F800241CDCCCC4C467120411F85EB518A8002410000000056712041D7A3703DD6800241F6285C0F64712041666666661A8102419A999999697120413333333335810241F6285C0FC0712041D7A3703D1C8102417B14AE4707722041713D0AD7058102419A9999990A7220419A9999990B810241D7A370BD0B7220410AD7A3700D8102410AD7A3704A722041F6285C8FFA80024185EB513884722041A4703D0AE580024114AE47E1A47220419A999999D980024114AE4761B07220417B14AE47D58002413D0AD723B4722041C3F5285CAF8002418FC2F528D2722041333333339D800241B81E856BDE7220418FC2F528B4800241713D0A57EF72204166666666B6800241A4703D8A22732041713D0AD7A18002415C8FC2755A73204148E17A14A680024152B81E055E732041CDCCCCCCA680024152B81E85887320411F85EB51B08002419A9999999073204100000000B0800241666666E69B732041B81E85EBB180024185339BF39C732041FB488D36A4800241000000009C732041713D0AD7A18002411F85EB5185732041713D0AD72F8002418FC2F5287D732041CDCCCCCC0680024148E17A9470732041E17A14AEC77F0241E17A14AE6573204114AE47E1907F02410AD7A37063732041E17A14AE857F0241AE47E1FA62732041C3F5285C837F0241F6285C0F5F7320419A9999996F7F02417B14AEC75C7320418FC2F528647F0241E17A14AE4F73204166666666227F024185EB513846732041EC51B81ECF7E02417B14AE47367320411F85EB51887E0241F6285C0F2873204100000000767E02411F85EBD1207320415C8FC2F57A7E024185EB51381B7320415C8FC2F5847E02411F85EBD108732041D7A3703D927E02410AD7A3F0E6722041EC51B81E817E0241A4703D8AD2722041AE47E17A607E0241CDCCCCCCBC7220415C8FC2F5387E02410AD7A3F0A6722041A4703D0A177E0241EC51B89E8A722041A4703D0ADB7D02419A99991979722041A4703D0ABD7D0241B81E85EB637220415C8FC2F5AC7D0241713D0A5751722041B81E85EB917D0241295C8F4239722041000000006E7D0241B81E856B2B722041666666664E7D024185EB51381A7220417B14AE472F7D02417B14AE470D72204133333333157D024133333333FE7120413D0AD7A3287D024114AE47E1F57120411F85EB51447D0241AE47E17AF0712041D7A3703D667D02415C8FC2F5F0712041F6285C8F787D0241AE47E17AF571204114AE47E1947D0241713D0A57F6712041B81E85EBAF7D0241F6285C0FF3712041AE47E17ABC7D02417B14AEC7ED712041AE47E17ABE7D02419A999999E47120418FC2F528B87D0241713D0A57DB71204152B81E85B77D02415C8FC275C3712041CDCCCCCC667D0241CDCCCC4CB3712041A4703D0A277D0241F6285C0FA87120413D0AD7A3E47C024100000000957120419A999999757C02415C8FC27580712041AE47E17A187C0241D7A370BD63712041E17A14AEA57B0241333333334B712041EC51B81E6B7B024148E17A9420712041EC51B81E2B7B0241295C8F421571204152B81E85097B0241C3F528DC07712041AE47E17AF27A024100000080F67020418814AE47D17A02417B362758EF702041A0C7C5CCBB7A0241B81E856BEA702041AE47E17AAA7A0241C3F5285CD870204194666666687A02417B14AEC7D07020413D0AD7A34C7A0241F2D24D22CF702041A69BC420467A0241773660D9C9702041E42BC338347A0241ADC66D15C47020410DC8DADE247A02416B811CEABD7020411B485947187A02417AA9756CB770204116642E9D0E7A02418FC2F5A8B5702041F6285C8F0C7A0241CDCCCC4CA5702041713D0AD7F9790241B81E856B9D7020419A999999EF790241666666E695702041CDCCCCCCE27902413B3DE7FD8D7020415BB631F9D179024148E17A148A702041D7A3703DC87902410AD7A3F0747020417B14AE478D7902413D0AD7A34D7020419A9999991F790241666666664A7020418FC2F528167902410000000047702041295C8FC2077902417B14AEC74370204166666666FA7802413D0AD7A33F702041AE47E17ADA78024148E17A943D7020419A999999B5780241B81E85EB3D702041295C8FC29F7802418FC2F5283E702041333333338F780241BDA370BD3E702041F5AD47E17E78024114AE4761467020418FC2F5285C770241A4703D0A45702041333333331F7702411F85EB51407020410AD7A370A77602418FC2F52841702041D7A3703D667602415C8FC27549702041295C8FC2AF7502410AD7A3F04B702041CDCCCCCC96750241295C8FC24E7020418FC2F5287A750241F6285C8F577020419A999999377502415C8FC27558702041C3F5285C17750241D7A3703D5A70204100000000DA740241EC51B89E58702041F6285C8F9674024152B81E0558702041A4703D0A31740241C3F528DC5B702041AE47E17AF0730241C3F5285C5F7020419A999999A57302413D0AD723687020418FC2F5285C730241713D0AD76C702041CDCCCCCC1E73024148E17A946C70204100000000AE72024114AE47617270204185EB51B840720241B81E85EB7D7020411F85EB510E720241E17A142E9E7020413D0AD7A39E710241A4703D0AAA702041713D0AD777710241D7A370BDB57020410AD7A3705571024133333333CD702041A4703D0A13710241713D0AD7D57020411F85EB51E87002410AD7A370DB702041A4703D0A9D7002418FC2F528DB702041C3F5285C0B70024166666666DA702041C3F5285CA36F0241D7A370BDD6702041713D0AD7636F0241CDCCCC4CCE70204114AE47E1306F02418FC2F5A8CC702041EC51B81EEF6E0241EC51B89ED1702041AE47E17AA06E0241D7A3703DD6702041E17A14AE856E02415C8FC275DC70204152B81E85856E0241CDCCCCCCE5702041A4703D0A8F6E024100000080F770204133333333B16E024148E17A9427712041F6285C8F0A6F0241E17A142E31712041EC51B81E076F0241D7A370BD367120415C8FC2F5F86E024185EB51383F7120411F85EB51946E02419A999999437120417B14AE47516E02413D0AD7A34471204152B81E85136E02413D0AD7A33A7120411F85EB51BC6D0241C3F528DC32712041D7A3703D6E6D024114AE4761357120418FC2F528206D02410AD7A3F033712041AE47E17AD66C02410AD7A3F031712041E17A14AEB16C02418FC2F5A830712041D7A3703D926C0241B997D57D32712041116062FD606C0241AE47E17A3471204152B81E852B6C02418FC2F52838712041295C8FC20B6C02417B14AEC73B712041AE47E17AF46B0241D7A3703D477120415C8FC2F5CC6B02413D0AD7A359712041666666669E6B0241CDCCCCCC64712041CDCCCCCC786B0241EC51B81E6A71204152B81E85556B02411F85EB516B7120411F85EB51E06A02419A9999996F7120410AD7A370AB6A0241CDCCCC4C7971204166666666766A0241D7A370BD8C7120418FC2F528486A024152B81E059A71204148E17A14266A0241713D0A57AD7120410AD7A370BD69024148E17A14C9712041295C8FC2556902417C22F43CCC7120411156DFB046690241CDAA95BECE71204187906FC63569024114AE4761D07120410AD7A3702569024111BB427DD171204168BDEF42126902416813F5CED17120410C57289EFE680241CDCCCCCCD1712041EC51B81EFD680241C3F5285CD071204133333333BF6802417B14AEC7C7712041B81E85EB4B6702417B14AEC7C4712041000000004C67024148E17A14C27120413333333367660241EAD8F76FC1712041BF04B8224A660241BC1D65B9BF712041A4DF425729660241176EAFCBBD7120413196E9B711660241944D1CD7BA712041F521FB0AF7650241713D0A57BA71204133333333F36502411F85EB51B8712041A4703D0AE5650241F428C72CB47120410EF8FC08CD6502418811E365AF712041281A39FDB6650241FDCFED0BAA7120416CB9AF2AA36502415C8FC2F5A971204114AE47E1A26502418F6E8421A4712041DDF8879391650241265790DC9D712041CCE406F182650241D2005A3A97712041448E29277765024185EF794F907120418EAA895A6E650241CDCCCC4C8B712041000000006A650241DACC5B1884712041043FC386666502412936ACD67C712041760D653E666502414A8B449E75712041E746C3276965024135A692856E712041F686D2396F650241333333B3697120417B14AE4775650241332EC1086371204119673E8D80650241A4424CB85C712041093800B28E650241469989D5567120412183CB899F6502419A99991953712041AE47E17AAC65024123E792184E7120418076D161C1650241F0FEF4B2497120411681565DD865024122987AF64571204108ADA825F1650241713D0AD74371204185EB51B802660241C3F5285C37712041F6285C8F18660241E17A142E39712041EC51B81E2B66024152B81E85C8702041B81E85EBDB660241713D0AD74E702041713D0AD79B670241295C8F42D56F2041C3F5285C5B680241B81E856BD36F20413D0AD7A348680241E17A14AECB6F204133333333556802419B46499EC76F204144BD22C04C680241346A5B40C36F2041CDBE9F4047680241C8284BB6BE6F2041D55A77DF4468024146E27123BA6F2041FA4931AF4568024100606DABB56F204182E77BA9496802415C8FC2F5B26F2041295C8FC24D6802417C89A9F3AE6F2041FD0128995668024195EC7D63AB6F2041B94AA01662680241037D0161A86F2041960B74E16F680241DC95A703A66F2041C3512C8E7F680241E17A142EA46F2041C3F5285C936802410AD7A3709C6F2041EC51B81E9F680241295C8F429E6F204100000000B26802410AD7A370166F204152B81E8587690241CDCCCCCC5A6E204114AE47E1AE6A02415C8FC2F5586E2041AE47E17A9C6A02413D0AD723516E20415C8FC2F5A86A0241BBF1EE184D6E2041CD6C3E73A06A024187C802BF486E20419472CEE29A6A02412D331938446E20411197F36F986A02417A1E9AA73F6E20415888D42D996A0241586C38313B6E2041AC36A4169D6A0241B81E85EB386E204166666666A06A02411952EADF346E20410857FEE4A86A02415E35C742316E204153D08A13B46A024183CB5B302E6E2041EC68A09AC16A0241DD05ADC02B6E2041E357F3F3D06A0241B568C7062A6E20418C4B34FCE16A02418FC2F5A8296E204133333333E76A02411F85EBD1216E20417B14AE47F36A02419A999999236E2041295C8FC2056B024100000000936D2041A7637876EB6B024148E17A14E06C20419A999999036D024185EB5138DE6C204185EB51B8F06C0241CDCCCC4CD66C20410AD7A370FD6C0241D7E2CF43D26C2041737AE606F56C02418C039EECCD6C2041A0FE9290EF6C0241629D6C69C96C204121E6B338ED6C02413154CDDDC46C20416A9AC111EE6C0241913E946DC06C204173350D15F26C02418FC2F5A8BF6C2041EC51B81EF36C0241BBF3A385BB6C20418F6180B2FA6C02418FD662C7B76C2041CAD8F90C056D0241B530B08BB46C2041E46290DC116D0241018606ECB16C204101D64FBC206D024121C012FDAF6C204175F30137316D024185EB5138AF6C2041EC51B81E3B6D024133333333A76C20419A999999476D0241A4703D0AA96C20411F85EB515A6D024122E92E32976C204120E9154F736D02413C80871A856C2041A844A741896D024178B59ACB726C2041CA61831F9C6D0241F565CC4D606C204191E104E0AB6D0241000000007D6C2041C3F5285C876E0241F6285C8F986C20411F85EB51CE6F02419A999919A56C20415C8FC2F55C7002415C8FC2F5A56C20419A99999961700241F6285C0FA96C20410AD7A370717002415C1E85EBAE6C2041523D0AD78F700241DA8EC2F5B46C2041223D0AD7BB70024152B81E85B96C20417B14AE47F57002413D0AD7A3BA6C20417B14AE470371024152B81E85B66C20413D0AD7A306710241E17A14AE656C2041E17A14AE4771024152B81E05656C2041D7A3703D487102411A47E17A426C204142E17A1464710241CDCCCC4C406C2041713D0AD7657102418FC2F5A8136C204148E17A148A710241CDCCCC4C0D6C20416666666690710241AE47E1FA056C20419A999999977102417B14AEC7FE6B20411F85EB519C710241EC51B89EEF6B2041A4703D0AA971024100000000EE6B20413D0AD7A3AA7102411F85EB51C66B20410AD7A370D171024100000080C46B2041713D0AD7D37102418FC2F5A8B26B20415C8FC2F5EA71024114AE47618F6B20419A999999137202419A9999195D6B20411F85EB5152720241333333B3486B204114AE47E16C720241713D0A573D6B2041AE47E17A7E720241C3F528DC1E6B2041C3F5285C9B7202418FC2F5A81E6B20419A9999999972024100000080156B20410AD7A370A17202411F85EBD1FE6A2041A4703D0AB7720241333333B3E26A204185EB51B8D0720241713D0AD7DE6A204100000000D4720241AE47E17AD96A2041AE47E17AD872024100000080D06A2041B81E85EBDF720241333333B3BE6A2041EC51B81EDD72024185EB51B8A56A2041B81E85EBD97202417B14AEC7956A2041EC51B81EDD72024191B6E6398F6A2041EC51B81EDD720241BA134A038F6A204166F973050A730241CF090664936A2041195C37892A740241D66577F8966A2041CE292A2E8F74024143B1B6039D6A2041032C74D307750241CB3F103BA36A2041F5B7080B51750241F96D771BA66A20414FE899F075750241466E779BBF6A2041AB20329AFA760241C830B6C4C56A2041A8041C4757770241843A20E7CC6A2041FB163A8AB477024179A2F250D96A2041E9195C8F507802419B9E7301E06A20416D1C5F24B978024116D312B8EF6A204155A5ABF4A87902412A3D1DEDFA6A2041972C7B6B3C7A02415DA45ED4076B2041E16984A9F57A0241A3E6E6FC126B2041215821F9987B02416A1F100D1A6B20417D6D2CFDF87B0241E1E5BDB4F46B2041FAB0B35EB67A024129DAA38A286C20410647E1F3427E02412AA4420B4D6C20417B17A1D9AC7E0241EA130740C66C204191F3FE5FFE7F0241A70C7F8CF16C2041905C1E03918002414E3236C7206D2041412FC035778002415A245E325D6D204135F047B4D87F024194D3D3D6956D20419E10FD8D237F024112BAD9C0C56D20418990DEA3867E0241E62503FADE6D2041E2BA23E3117F024135A09B96EB6D20419A5E66E9597F0241D3C9A630F96D2041BBDBAC08B77F024112AAA2F6026E20411B0C7E3C07800241B05433AC106E2041ADC585537D800241B5A9D9111E6E2041B8957D0309810241A7EC542B276E20417269DAAA4281024127C7A3572D6E2041D027F9A677810241678A8D552A6E20418C7DDB7C86810241FCABCFB2216E204120739922A98102417279EEE20E6E20414097336FD48102416B082938FB6D2041DE214C6E0582024111DB1FD5E96D204175EA490233820241BCD3938DE56D2041E305841151820241BDD3938DE56D2041928F07DF698202418FFEF8FFE86D20411FF6D27C7982024141189FBEEE6D20412192D2FF7E8202411EC8EBF2F46D20412092D2FF7E8202417FF8677E056E2041FD83AA0E738202418C6B8D49266E2041BFC9049B628202417E2D2A9D286E20412C859F9DBF8202416A1BDA7D2C6E2041FB5EE9B91F8302411CFDFF98376E204187C7B85093830241
